Datetime,t2m,z,tp,g_1000,t_1000,g_500,t_500,g_200,t_200
2014-02-07 07:00:00,279.32526,37063.72,1.2870878e-06,0.007769589,296.9359,0.003919746,267.87988,5.506631e-05,218.60324
2014-02-07 13:00:00,282.4772,37063.72,0.00060214475,0.011862417,297.27216,0.0044574775,268.64545,4.583504e-05,218.90475
2014-02-07 19:00:00,280.21643,37063.72,0.00013645645,0.00877219,297.2555,0.004721233,268.81497,7.781573e-05,219.36188
2014-02-08 01:00:00,278.97,37063.72,6.855e-05,0.008550635,297.19437,0.0047031,268.36618,6.92429e-05,218.64908
2014-02-08 07:00:00,279.7932,37063.72,4.9562193e-05,0.008541074,297.02625,0.004127453,268.75522,3.528502e-05,218.74635
2014-02-08 13:00:00,283.39963,37063.72,0.0011196481,0.009061991,297.23187,0.0052002794,268.86914,3.132876e-05,218.97977
2014-02-08 19:00:00,280.89694,37063.72,5.0527044e-05,0.009037594,297.3472,0.0053120456,268.93307,6.627571e-05,219.28406
2014-02-09 01:00:00,278.3477,37063.72,0.000542284,0.008916266,297.18326,0.005313694,268.53848,3.85819e-05,219.33548
2014-02-09 07:00:00,279.117,37063.72,0.00021369569,0.008273362,297.1902,0.0048583862,267.82986,3.1988136e-05,219.46608
2014-02-09 13:00:00,286.2355,37063.72,0.0013224008,0.011432825,297.05542,0.0047644232,268.52875,7.188041e-05,219.11455
2014-02-09 19:00:00,279.56473,37063.72,0.0001869835,0.008803181,297.2249,0.0047789295,268.36618,7.8145415e-05,219.60919
2014-02-10 01:00:00,278.55716,37063.72,6.211363e-05,0.008593826,296.93872,0.004947733,267.70618,7.4518844e-05,219.26462
2014-02-10 07:00:00,279.93408,37063.72,0.00034918636,0.008128297,297.05542,0.004613093,267.35883,5.9681945e-05,218.7519
2014-02-10 13:00:00,284.53152,37063.72,0.0019100634,0.010949163,297.1888,0.0044360473,268.26196,9.2651695e-05,219.86902
2014-02-10 19:00:00,279.33566,37063.72,0.00024072919,0.009098917,297.23187,0.0047166175,268.53152,8.803606e-05,220.39284
2014-02-11 01:00:00,277.95386,37063.72,0.00014578924,0.008088733,296.89703,0.0043516457,267.91183,8.045323e-05,219.1229
2014-02-11 07:00:00,280.95636,37063.72,2.7999282e-05,0.008147748,296.85257,0.0036128,268.1661,4.3197535e-05,219.32574
2014-02-11 13:00:00,285.68243,37063.72,0.0010510981,0.009681158,297.18604,0.004836956,268.57877,6.231945e-05,219.13678
2014-02-11 19:00:00,280.10373,37063.72,0.000460539,0.00916057,297.21658,0.0046941983,268.69824,8.803606e-05,220.02185
2014-02-12 01:00:00,278.7991,37063.72,0.00017314497,0.008367655,296.82477,0.004942788,267.7993,6.36382e-05,219.02701
2014-02-12 07:00:00,280.19196,37063.72,0.000117789954,0.008213688,296.90536,0.0043994514,267.21573,5.2758493e-05,219.16736
2014-02-12 13:00:00,286.41864,37063.72,0.0012515979,0.011814281,297.2152,0.004585069,267.71454,8.638762e-05,219.67589
2014-02-12 19:00:00,279.8269,37063.72,0.00047019403,0.008956819,297.0971,0.0050660935,267.9827,8.836575e-05,220.58041
2014-02-13 01:00:00,278.40036,37063.72,0.00031474978,0.008422384,296.92065,0.0047812373,267.69647,6.957259e-05,218.9895
2014-02-13 07:00:00,278.82913,37063.72,0.00054453686,0.007826956,296.9901,0.004588366,267.50055,5.1769428e-05,218.93253
2014-02-13 13:00:00,286.31207,37063.72,0.0012367945,0.011699218,297.086,0.004078988,267.4005,7.188041e-05,219.44524
2014-02-13 19:00:00,279.2046,37063.72,7.337704e-05,0.008827249,297.0471,0.0037206104,267.34216,6.792415e-05,218.81583
2014-02-14 01:00:00,277.64514,37063.72,9.657815e-07,0.007723102,296.99985,0.0037407214,266.96005,8.045323e-05,219.30351
2014-02-14 07:00:00,278.46408,37063.72,9.657815e-07,0.0071510817,296.9512,0.003639835,266.97256,7.0561655e-05,218.80748
2014-02-14 13:00:00,283.79224,37063.72,0.00037428923,0.007531879,296.85672,0.0042105364,267.43802,6.264914e-05,218.38647
2014-02-14 19:00:00,280.331,37063.72,1.8022954e-05,0.009278931,297.19992,0.003783252,268.10773,7.649697e-05,219.4772
2014-02-15 01:00:00,277.43262,37063.72,0.0,0.008495577,296.9665,0.0034446558,267.74786,7.0561655e-05,218.90753
2014-02-15 07:00:00,279.78525,37063.72,0.0,0.007967735,297.111,0.0038755666,268.14664,7.320009e-05,218.87973
2014-02-15 13:00:00,284.48865,37063.72,0.00068195816,0.009574996,297.1485,0.0042425166,269.0623,7.913448e-05,219.24516
2014-02-15 19:00:00,280.96063,37063.72,0.0001293756,0.009390367,297.03735,0.0049750977,268.48706,7.913448e-05,219.80093
2014-02-16 01:00:00,277.002,37063.72,2.8964132e-06,0.008270395,296.9776,0.004725519,268.27448,6.627571e-05,219.17291
2014-02-16 07:00:00,276.88504,37063.72,9.657815e-07,0.007400331,297.0846,0.003377398,267.80347,6.5286644e-05,218.9381
2014-02-16 13:00:00,284.98538,37063.72,0.00041612703,0.0106781535,297.29578,0.003616097,268.34256,6.825384e-05,219.86069
2014-02-16 19:00:00,280.50308,37063.72,2.2528693e-05,0.008823292,297.35416,0.002580856,269.1498,8.3420426e-05,220.34698
2014-02-17 01:00:00,278.25336,37063.72,1.2870878e-06,0.00829677,297.1624,0.0026372336,268.43982,5.869288e-05,220.06076
2014-02-17 07:00:00,279.88998,37063.72,3.8621947e-06,0.0080333445,297.0832,0.002577559,267.87152,8.111261e-05,219.60641
2014-02-17 13:00:00,285.49008,37063.72,0.0003929548,0.010343185,297.18185,0.004414617,267.87848,7.715635e-05,219.64949
2014-02-17 19:00:00,279.25665,37063.72,0.00011585932,0.008803511,297.20966,0.003608514,268.9956,7.9793856e-05,219.65643
2014-02-18 01:00:00,277.66537,37063.72,1.0620803e-05,0.008381502,296.88452,0.004202294,267.9563,7.221103e-05,219.44385
2014-02-18 07:00:00,279.28177,37063.72,1.2870878e-06,0.00786487,297.02902,0.0040862416,268.10635,4.2867847e-05,219.24516
2014-02-18 13:00:00,283.81,37063.72,0.0012554601,0.009406852,297.0443,0.0047327722,268.6913,4.4845976e-05,220.10939
2014-02-18 19:00:00,279.12006,37063.72,7.788278e-05,0.008563823,296.9887,0.0051481877,268.85248,9.561889e-05,221.1612
2014-02-19 01:00:00,277.60043,37063.72,0.00012841076,0.008076864,296.85812,0.0049681743,268.28143,8.506887e-05,220.51651
2014-02-19 07:00:00,279.23154,37063.72,9.300932e-05,0.007582652,297.03876,0.0045774863,268.28558,6.462727e-05,220.2525
2014-02-19 13:00:00,286.0003,37063.72,0.0009230096,0.010767171,297.22076,0.0049345456,268.85944,6.1000697e-05,220.41785
2014-02-19 19:00:00,280.6801,37063.72,0.0002394421,0.0091276,297.3194,0.0050080675,269.1915,9.0673566e-05,220.73743
2014-02-20 01:00:00,278.597,37063.72,0.00029222202,0.008256547,297.2402,0.005371061,268.64685,7.2540715e-05,219.1743
2014-02-20 07:00:00,280.5178,37063.72,5.2779913e-05,0.008594815,297.20688,0.0044973707,268.82748,7.023197e-05,219.33965
2014-02-20 13:00:00,285.01602,37063.72,0.001149578,0.010312523,297.39444,0.004976087,268.77747,8.045323e-05,219.57863
2014-02-20 19:00:00,279.852,37063.72,0.00022689067,0.009120017,297.39722,0.0049348753,268.469,8.605793e-05,220.43869
2014-02-21 01:00:00,279.106,37063.72,0.00049594045,0.008670974,297.23743,0.0048699253,268.63712,7.385947e-05,219.16179
2014-02-21 07:00:00,279.9353,37063.72,4.827976e-06,0.008519314,297.2291,0.004385604,268.12442,6.8583526e-05,218.54071
2014-02-21 13:00:00,284.9431,37063.72,0.0016213814,0.010791239,297.19992,0.003994916,268.64545,7.946417e-05,219.58002
2014-02-21 19:00:00,280.11783,37063.72,6.43665e-05,0.0085855825,297.268,0.00482146,268.6149,8.836575e-05,220.55818
